temperature_C,day,ac_count,ac_hours,fridge_count,fridge_hours,tv_count,tv_hours,light_count,light_hours,fan_count,fan_hours,ac_kwh,fridge_kwh,tv_kwh,light_kwh,fan_kwh,total_kwh
30.0,Sunday,1,4.16,1,18.1,1,0.9,5,4.1,1,5.9,5.82,2.72,0.09,1.23,0.3,10.38
28.4,Sunday,1,1.78,1,20.8,1,1.8,5,0.7,3,5.9,2.49,3.12,0.18,0.21,0.89,7.06
30.8,Tuesday,1,5.62,1,20.8,1,4.4,5,8.7,1,4.0,8.5,3.12,0.44,2.61,0.2,14.72
34.1,Tuesday,0,0.0,1,19.9,2,3.2,2,2.7,1,5.2,0.0,2.98,0.64,0.32,0.26,4.48
25.7,Thursday,0,0.0,1,20.1,1,3.2,4,0.7,2,8.1,0.0,3.02,0.32,0.17,0.81,4.26
26.7,Wednesday,1,4.15,1,19.6,1,3.9,1,1.5,2,7.7,5.81,2.94,0.39,0.09,0.77,10.05
28.5,Thursday,1,3.26,1,19.2,1,3.3,5,9.4,0,5.3,4.56,2.88,0.33,2.82,0.0,10.6
23.3,Wednesday,0,0.0,1,20.0,2,2.7,5,8.2,0,7.2,0.0,3.0,0.54,2.46,0.0,6.14
25.9,Wednesday,1,3.09,1,19.2,1,2.6,4,8.9,3,6.2,4.33,2.88,0.26,2.14,0.93,10.37
27.6,Sunday,1,5.34,1,21.7,1,1.8,5,4.7,2,5.3,7.48,3.26,0.18,1.41,0.53,12.78
34.4,Sunday,1,2.0,1,16.8,0,1.9,2,5.0,1,8.5,4.03,2.52,0.0,0.6,0.43,7.44
31.3,Sunday,1,3.25,1,19.8,1,3.2,4,5.3,2,4.2,5.14,2.97,0.32,1.27,0.42,9.96
31.0,Friday,0,0.0,1,17.1,1,2.8,3,5.6,1,6.6,0.0,2.56,0.28,1.01,0.33,4.07
34.3,Sunday,1,6.19,1,18.4,1,3.5,6,13.1,1,2.7,12.4,2.76,0.35,4.72,0.14,20.24
29.3,Saturday,1,4.83,1,19.1,1,2.9,6,16.0,2,6.7,6.76,2.86,0.29,5.76,0.67,16.44
32.0,Tuesday,1,2.55,1,22.0,1,1.9,5,3.1,3,4.7,4.28,3.3,0.19,0.93,0.7,9.34
29.5,Tuesday,0,0.0,1,21.7,1,3.2,6,5.0,1,5.2,0.0,3.26,0.32,1.8,0.26,5.6
31.3,Wednesday,1,5.03,1,20.1,1,3.2,3,4.4,2,5.4,7.96,3.02,0.32,0.79,0.54,12.35
27.1,Tuesday,0,0.0,1,20.1,1,3.0,6,6.5,1,1.6,0.0,3.02,0.3,2.34,0.08,5.89
17.8,Monday,1,2.91,1,21.6,1,3.2,3,2.4,1,2.8,4.07,3.24,0.32,0.43,0.14,7.94
29.3,Wednesday,1,2.89,1,21.7,1,5.0,5,1.6,0,7.7,4.05,3.26,0.5,0.48,0.0,8.3
37.1,Tuesday,0,0.0,1,19.1,1,1.8,5,7.1,1,6.2,0.0,2.86,0.18,2.13,0.31,5.68
34.6,Monday,1,4.48,1,21.0,0,2.0,1,1.9,3,8.9,9.15,3.15,0.0,0.11,1.34,13.98
34.8,Friday,0,0.0,1,18.6,2,1.3,3,4.7,2,3.3,0.0,2.79,0.26,0.85,0.33,4.02
36.2,Tuesday,1,5.46,1,19.4,1,3.1,1,0.2,1,7.7,12.38,2.91,0.31,0.01,0.38,15.96
30.4,Monday,1,4.53,1,20.9,1,1.1,6,1.6,3,6.9,6.59,3.14,0.11,0.58,1.04,11.58
31.0,Thursday,1,4.8,1,19.0,1,3.2,2,2.7,3,8.3,7.39,2.85,0.32,0.32,1.25,12.07
26.9,Saturday,1,5.51,1,19.5,1,2.9,4,4.7,2,5.8,7.71,2.92,0.29,1.13,0.58,12.79
28.4,Thursday,2,3.74,1,17.5,2,2.4,5,5.6,3,6.2,5.24,2.62,0.48,1.68,0.93,10.64
33.1,Monday,1,3.06,1,20.7,1,3.5,3,3.4,1,4.2,5.61,3.1,0.35,0.61,0.21,9.9
36.0,Wednesday,1,5.0,1,18.7,1,3.3,4,4.0,2,5.5,11.2,2.8,0.33,0.96,0.55,15.91
29.3,Sunday,1,2.79,1,18.8,2,4.6,4,5.7,2,5.0,3.91,2.82,0.92,1.37,0.5,9.35
27.7,Sunday,2,2.86,1,22.0,1,3.6,2,4.1,3,3.3,4.0,3.3,0.36,0.49,0.5,8.77
30.0,Sunday,1,3.31,1,19.0,0,2.9,5,3.6,2,6.3,4.63,2.85,0.0,1.08,0.63,9.04
33.0,Wednesday,1,3.02,1,21.1,1,0.7,3,4.9,1,7.9,5.5,3.16,0.07,0.88,0.4,10.25
22.8,Tuesday,2,4.63,1,21.6,0,3.9,3,4.2,2,8.4,6.48,3.24,0.0,0.76,0.84,11.27
18.5,Sunday,1,3.28,1,21.4,2,3.9,4,0.6,1,4.4,4.59,3.21,0.78,0.14,0.22,8.92
27.2,Thursday,2,4.63,1,19.6,1,4.3,4,3.6,1,5.9,6.48,2.94,0.43,0.86,0.3,10.85
23.9,Wednesday,2,4.14,1,19.4,2,0.7,6,8.0,1,5.7,5.8,2.91,0.14,2.88,0.29,11.97
27.5,Wednesday,0,0.0,1,18.6,2,3.2,6,16.0,3,8.9,0.0,2.79,0.64,5.76,1.34,10.42
29.3,Sunday,1,5.09,1,17.4,1,3.7,4,3.4,1,9.6,7.13,2.61,0.37,0.82,0.48,11.46
27.7,Thursday,1,3.5,1,21.2,0,4.2,3,2.8,2,3.4,4.9,3.18,0.0,0.5,0.34,8.96
37.3,Friday,1,4.54,1,21.0,0,3.6,3,4.8,1,7.0,11.0,3.15,0.0,0.86,0.35,15.35
31.6,Wednesday,1,3.53,1,20.7,1,3.1,3,3.8,3,7.1,5.73,3.1,0.31,0.68,1.06,10.91
31.5,Sunday,1,5.78,1,15.7,1,2.0,4,2.0,1,5.6,9.3,2.36,0.2,0.48,0.28,12.46
33.1,Saturday,1,4.29,1,19.7,1,2.9,5,0.9,2,3.5,7.87,2.95,0.29,0.27,0.35,11.58
24.3,Monday,0,0.0,1,20.9,1,3.4,3,0.3,3,7.4,0.0,3.14,0.34,0.05,1.11,4.82
35.2,Tuesday,1,3.91,1,21.9,2,3.8,2,3.8,2,8.4,8.31,3.28,0.76,0.46,0.84,13.54
29.6,Wednesday,0,0.0,1,20.4,1,1.4,4,2.6,1,4.9,0.0,3.06,0.14,0.62,0.25,4.11
33.4,Saturday,0,0.0,1,20.3,1,3.3,2,5.8,2,8.4,0.0,3.04,0.33,0.7,0.84,4.56
24.6,Saturday,1,2.21,1,19.0,1,1.5,5,4.9,3,6.0,3.09,2.85,0.15,1.47,0.9,8.52
22.2,Wednesday,1,3.54,1,20.6,1,3.3,4,7.4,2,8.8,4.96,3.09,0.33,1.78,0.88,11.21
34.1,Friday,1,4.62,1,19.6,1,1.9,4,2.2,1,8.8,9.12,2.94,0.19,0.53,0.44,13.24
31.9,Monday,0,0.0,1,18.9,1,1.6,3,4.4,3,6.0,0.0,2.83,0.16,0.79,0.9,4.71
25.5,Tuesday,2,5.12,1,18.3,1,4.8,6,13.7,1,6.8,7.17,2.74,0.48,4.93,0.34,15.9
25.7,Wednesday,1,2.65,1,18.6,1,1.6,2,2.2,2,4.6,3.71,2.79,0.16,0.26,0.46,7.42
35.6,Tuesday,1,4.09,1,20.5,1,2.4,6,3.7,2,2.8,8.94,3.08,0.24,1.33,0.28,13.77
24.1,Thursday,1,2.9,1,17.9,1,3.0,3,3.3,1,6.5,4.06,2.68,0.3,0.59,0.32,7.88
38.2,Saturday,1,6.06,1,19.6,2,0.9,6,7.1,2,3.1,15.43,2.94,0.18,2.56,0.31,21.33
25.5,Saturday,1,2.82,1,22.0,1,3.8,5,3.4,2,10.2,3.95,3.3,0.38,1.02,1.02,9.82
33.2,Wednesday,0,0.0,1,17.8,1,2.3,2,4.9,3,8.3,0.0,2.67,0.23,0.59,1.25,4.93
28.4,Wednesday,0,0.0,1,20.7,0,2.0,5,6.7,1,5.7,0.0,3.1,0.0,2.01,0.29,5.56
33.0,Thursday,2,4.25,1,20.8,1,3.9,5,10.9,2,11.3,7.74,3.12,0.39,3.27,1.13,15.54
27.3,Friday,1,4.97,1,19.6,1,1.7,1,2.0,2,4.7,6.96,2.94,0.17,0.12,0.47,10.67
29.2,Wednesday,1,4.93,1,20.9,2,3.4,2,4.9,0,5.2,6.9,3.14,0.68,0.59,0.0,11.42
30.2,Saturday,2,4.13,1,19.7,1,3.0,4,2.0,1,5.2,5.9,2.95,0.3,0.48,0.26,9.71
25.0,Tuesday,1,2.4,1,21.2,0,3.1,5,8.8,3,5.9,3.36,3.18,0.0,2.64,0.89,10.21
33.7,Monday,1,3.12,1,18.4,1,2.9,5,5.0,1,5.4,5.99,2.76,0.29,1.5,0.27,10.94
27.4,Sunday,1,2.2,1,22.8,1,3.1,5,6.2,3,6.9,3.08,3.42,0.31,1.86,1.04,9.8
28.9,Tuesday,0,0.0,1,22.2,1,0.7,5,3.1,1,4.0,0.0,3.33,0.07,0.93,0.2,4.65
25.0,Friday,1,3.14,1,16.7,1,2.1,5,14.4,1,6.3,4.4,2.5,0.21,4.32,0.32,11.74
17.2,Monday,1,2.99,1,21.8,0,2.1,4,3.4,2,4.9,4.19,3.27,0.0,0.82,0.49,8.64
29.0,Tuesday,2,4.26,1,19.1,1,4.1,3,5.3,2,6.1,5.96,2.86,0.41,0.95,0.61,10.97
42.1,Tuesday,2,7.56,1,22.1,1,3.2,6,2.9,2,3.8,23.38,3.32,0.32,1.04,0.38,28.45
33.9,Thursday,2,5.12,1,21.5,1,3.0,1,1.2,2,4.3,9.97,3.22,0.3,0.07,0.43,13.91
29.9,Sunday,2,4.23,1,18.4,0,4.9,3,6.1,2,10.3,5.92,2.76,0.0,1.1,1.03,10.83
28.7,Friday,1,2.47,1,20.9,2,1.0,5,7.8,1,4.2,3.46,3.14,0.2,2.34,0.21,9.37
30.1,Saturday,1,4.2,1,18.9,1,4.4,4,2.8,2,7.0,5.94,2.83,0.44,0.67,0.7,10.51
32.7,Thursday,1,5.34,1,20.8,1,3.0,1,0.9,1,4.9,9.5,3.12,0.3,0.05,0.25,13.3
24.1,Monday,1,4.05,1,20.1,1,2.2,2,2.9,2,4.0,5.67,3.02,0.22,0.35,0.4,9.95
35.6,Sunday,2,3.4,1,18.9,1,2.5,4,5.3,1,6.1,7.43,2.83,0.25,1.27,0.3,11.89
33.6,Saturday,1,4.03,1,18.0,1,2.5,6,2.7,1,4.3,7.67,2.7,0.25,0.97,0.22,11.63
33.6,Thursday,2,4.53,1,20.3,1,4.5,4,4.3,2,7.0,8.62,3.04,0.45,1.03,0.7,14.03
32.2,Sunday,2,3.89,1,20.7,0,3.2,4,4.9,0,5.8,6.65,3.1,0.0,1.18,0.0,11.05
30.1,Friday,2,3.52,1,19.8,1,3.7,3,5.1,1,8.7,4.98,2.97,0.37,0.92,0.44,9.93
33.4,Wednesday,2,2.05,1,18.8,1,2.3,3,6.0,2,3.4,3.85,2.82,0.23,1.08,0.34,8.6
33.0,Wednesday,1,3.56,1,19.3,1,3.1,1,1.8,2,6.6,6.47,2.9,0.31,0.11,0.66,10.57
28.2,Monday,0,0.0,1,18.4,1,3.9,3,4.7,3,6.7,0.0,2.76,0.39,0.85,1.01,4.84
27.1,Wednesday,0,0.0,1,21.1,1,4.1,4,6.3,2,4.0,0.0,3.16,0.41,1.51,0.4,5.53
30.5,Thursday,1,4.28,1,16.8,1,1.7,2,3.3,0,4.7,6.29,2.52,0.17,0.4,0.0,9.33
37.7,Monday,1,6.04,1,21.4,1,3.8,2,3.9,2,3.2,14.97,3.21,0.38,0.47,0.32,19.43
23.8,Saturday,2,3.59,1,19.9,1,2.9,5,12.3,1,2.9,5.03,2.98,0.29,3.69,0.14,12.02
22.7,Friday,2,2.79,1,20.8,1,3.4,6,4.1,2,5.8,3.91,3.12,0.34,1.48,0.58,9.51
30.8,Monday,1,3.72,1,20.9,1,2.5,6,6.2,3,7.6,5.63,3.14,0.25,2.23,1.14,12.5
30.3,Saturday,0,0.0,1,20.2,1,4.5,4,8.0,2,5.7,0.0,3.03,0.45,1.92,0.57,6.01
30.9,Monday,0,0.0,1,19.4,1,3.3,2,1.3,2,5.8,0.0,2.91,0.33,0.16,0.58,4.05
31.2,Tuesday,0,0.0,1,21.7,1,2.4,5,2.3,1,3.4,0.0,3.26,0.24,0.69,0.17,4.47
28.9,Tuesday,1,2.49,1,17.4,2,2.5,2,1.8,2,1.8,3.49,2.61,0.5,0.22,0.18,6.89
37.4,Monday,1,3.69,1,22.0,2,3.9,5,6.9,3,6.7,9.0,3.3,0.78,2.07,1.01,16.21
22.0,Sunday,0,0.0,1,18.3,0,3.7,5,5.1,1,4.7,0.0,2.74,0.0,1.53,0.24,4.5
25.9,Wednesday,1,3.28,1,19.5,2,3.1,5,7.9,1,2.4,4.59,2.92,0.62,2.37,0.12,10.79
29.5,Tuesday,0,0.0,1,22.1,0,2.6,6,6.9,2,4.9,0.0,3.32,0.0,2.48,0.49,6.41
21.8,Sunday,1,4.87,1,23.3,1,4.0,5,5.5,2,6.5,6.82,3.5,0.4,1.65,0.65,12.94
29.1,Sunday,1,4.7,1,20.3,1,2.5,5,1.1,1,6.8,6.58,3.04,0.25,0.33,0.34,10.65
38.3,Friday,1,7.47,1,18.0,1,2.4,3,5.2,3,6.4,19.14,2.7,0.24,0.94,0.96,24.19
30.1,Saturday,1,2.5,1,21.3,1,5.5,6,10.4,1,4.6,3.54,3.2,0.55,3.74,0.23,11.32
31.2,Thursday,2,4.59,1,19.9,1,3.4,2,2.4,1,7.2,7.2,2.98,0.34,0.29,0.36,11.12
23.7,Tuesday,1,3.26,1,18.4,2,2.9,6,8.6,2,6.0,4.56,2.76,0.58,3.1,0.6,11.44
26.9,Monday,1,3.93,1,20.3,1,2.6,3,4.3,1,4.2,5.5,3.04,0.26,0.77,0.21,9.49
28.1,Wednesday,1,5.86,1,18.0,1,2.8,2,4.1,2,3.8,8.2,2.7,0.28,0.49,0.38,12.22
28.4,Thursday,1,2.28,1,20.3,2,4.2,5,7.4,1,6.4,3.19,3.04,0.84,2.22,0.32,9.41
36.4,Saturday,2,4.0,1,18.6,0,3.8,1,0.4,1,7.7,9.18,2.79,0.0,0.02,0.38,12.22
32.8,Sunday,1,3.56,1,17.0,1,2.4,5,13.0,1,7.2,6.37,2.55,0.24,3.9,0.36,13.44
24.4,Saturday,1,3.18,1,17.5,1,2.7,3,6.6,3,6.3,4.45,2.62,0.27,1.19,0.94,9.52
31.2,Tuesday,0,0.0,1,19.1,1,1.7,6,8.2,2,7.3,0.0,2.86,0.17,2.95,0.73,6.93
32.5,Saturday,1,5.76,1,20.8,1,3.3,5,7.2,2,10.7,10.08,3.12,0.33,2.16,1.07,16.82
35.7,Saturday,1,6.15,1,21.9,1,0.0,5,7.6,1,6.6,13.52,3.28,0.0,2.28,0.33,19.37
37.9,Wednesday,0,0.0,1,22.1,1,1.5,3,2.5,2,6.3,0.0,3.32,0.15,0.45,0.63,4.51
24.9,Sunday,1,2.5,1,17.7,1,3.1,2,4.2,2,7.1,3.5,2.66,0.31,0.5,0.71,7.45
25.9,Wednesday,1,4.1,1,19.7,1,0.4,5,10.0,3,7.5,5.74,2.95,0.04,3.0,1.12,13.07
23.7,Wednesday,0,0.0,1,19.1,0,5.3,2,2.6,2,3.3,0.0,2.86,0.0,0.31,0.33,3.63
28.8,Monday,1,4.46,1,19.8,1,2.1,3,5.3,2,6.4,6.24,2.97,0.21,0.95,0.64,11.05
32.3,Saturday,1,4.29,1,22.1,1,3.5,4,8.1,0,8.0,7.39,3.32,0.35,1.94,0.0,13.21
34.9,Saturday,0,0.0,1,20.2,2,4.3,4,5.9,2,9.5,0.0,3.03,0.86,1.42,0.95,6.42
29.6,Saturday,1,3.4,1,21.3,1,3.3,2,1.3,2,6.0,4.76,3.2,0.33,0.16,0.6,9.13
28.4,Friday,1,3.86,1,23.3,1,3.0,2,3.6,3,5.1,5.4,3.5,0.3,0.43,0.76,10.38
30.8,Wednesday,1,4.88,1,17.7,2,2.4,2,2.7,1,6.3,7.38,2.66,0.48,0.32,0.32,11.17
25.8,Thursday,1,4.13,1,19.3,1,1.7,6,3.6,1,4.7,5.78,2.9,0.17,1.3,0.24,10.17
40.4,Tuesday,1,5.69,1,20.9,1,2.5,1,2.0,2,9.1,16.26,3.14,0.25,0.12,0.91,20.84
22.0,Sunday,1,3.99,1,20.4,1,3.1,6,8.9,1,7.0,5.59,3.06,0.31,3.2,0.35,12.48
30.9,Thursday,2,4.79,1,21.6,1,3.0,2,2.4,1,5.9,7.31,3.24,0.3,0.29,0.3,11.6
40.1,Sunday,1,4.51,1,19.4,1,2.0,2,5.4,3,8.2,12.68,2.91,0.2,0.65,1.23,17.78
30.0,Monday,0,0.0,1,20.3,1,4.1,4,3.9,2,3.7,0.0,3.04,0.41,0.94,0.37,4.78
29.0,Monday,1,4.22,1,18.9,1,1.6,2,1.4,3,1.9,5.91,2.83,0.16,0.17,0.29,9.49
28.2,Sunday,2,5.53,1,21.6,1,3.6,4,5.8,2,6.8,7.74,3.24,0.36,1.39,0.68,13.29
29.1,Saturday,0,0.0,1,20.1,2,3.9,6,7.4,1,8.1,0.0,3.02,0.78,2.66,0.4,6.64
36.9,Thursday,2,5.42,1,22.1,1,3.2,1,1.0,2,5.7,12.83,3.32,0.32,0.06,0.57,17.08
18.9,Saturday,2,3.36,1,22.1,1,4.7,5,11.4,1,4.6,4.7,3.32,0.47,3.42,0.23,12.21
37.7,Friday,0,0.0,1,18.1,1,3.4,3,1.8,3,4.1,0.0,2.72,0.34,0.32,0.62,4.13
22.9,Monday,2,3.47,1,22.3,1,4.4,2,3.1,2,3.5,4.86,3.34,0.44,0.37,0.35,9.37
28.7,Monday,1,4.67,1,21.4,1,0.3,2,2.8,1,7.3,6.54,3.21,0.03,0.34,0.36,10.34
27.9,Thursday,2,3.27,1,19.8,2,3.9,6,8.0,1,7.6,4.58,2.97,0.78,2.88,0.38,11.79
32.9,Monday,1,3.16,1,21.3,2,3.6,2,4.2,2,7.8,5.7,3.2,0.72,0.5,0.78,10.85
22.0,Friday,1,3.51,1,19.2,1,3.5,6,16.0,1,6.0,4.91,2.88,0.35,5.76,0.3,14.26
32.3,Friday,1,5.63,1,22.0,1,3.6,4,5.3,1,3.7,9.69,3.3,0.36,1.27,0.19,14.89
40.1,Friday,1,5.75,1,20.1,1,2.5,1,1.9,2,4.6,16.18,3.02,0.25,0.11,0.46,20.03
23.2,Tuesday,0,0.0,1,21.3,2,3.8,4,5.4,2,7.2,0.0,3.2,0.76,1.3,0.72,5.69
30.9,Friday,1,5.01,1,19.1,1,4.8,5,6.9,1,3.9,7.64,2.86,0.48,2.07,0.2,13.15
26.7,Friday,0,0.0,1,20.4,1,1.1,5,8.2,2,5.8,0.0,3.06,0.11,2.46,0.58,6.28
32.1,Tuesday,1,5.24,1,21.3,1,4.2,4,5.8,3,4.0,8.88,3.2,0.42,1.39,0.6,14.73
30.1,Saturday,1,4.74,1,20.5,1,2.9,6,4.4,1,4.6,6.71,3.08,0.29,1.58,0.23,11.99
26.8,Wednesday,1,3.76,1,20.8,2,2.3,2,4.4,3,3.7,5.26,3.12,0.46,0.53,0.56,10.0
32.4,Monday,1,5.14,1,18.9,1,1.8,6,9.8,1,6.0,8.93,2.83,0.18,3.53,0.3,15.47
39.0,Friday,0,0.0,1,20.5,1,3.4,5,6.5,2,3.1,0.0,3.08,0.34,1.95,0.31,5.84
29.0,Monday,0,0.0,1,18.9,1,4.6,5,4.6,2,4.5,0.0,2.83,0.46,1.38,0.45,5.26
33.6,Thursday,0,0.0,1,20.0,1,2.6,5,7.6,2,7.7,0.0,3.0,0.26,2.28,0.77,6.4
23.5,Monday,1,3.41,1,19.3,1,3.7,4,4.7,3,8.1,4.77,2.9,0.37,1.13,1.22,10.43
25.2,Sunday,2,4.65,1,19.7,1,3.0,5,7.3,1,7.3,6.51,2.95,0.3,2.19,0.36,12.39
32.4,Saturday,0,0.0,1,17.4,1,1.4,4,4.8,1,8.8,0.0,2.61,0.14,1.15,0.44,4.52
37.4,Tuesday,2,5.72,1,20.0,1,2.8,3,2.3,2,3.4,13.94,3.0,0.28,0.41,0.34,17.96
31.8,Monday,1,2.13,1,19.8,1,2.3,4,9.6,2,5.8,3.52,2.97,0.23,2.3,0.58,9.66
28.4,Monday,1,2.83,1,17.7,1,2.0,3,2.1,1,6.2,3.96,2.66,0.2,0.38,0.31,7.46
30.0,Monday,1,3.83,1,20.5,2,2.6,4,3.3,2,9.9,5.36,3.08,0.52,0.79,0.99,10.74
23.7,Wednesday,2,3.8,1,21.2,1,2.7,3,5.4,1,5.5,5.32,3.18,0.27,0.97,0.28,10.04
33.0,Wednesday,0,0.0,1,20.5,1,4.0,2,3.1,1,7.6,0.0,3.08,0.4,0.37,0.38,4.32
34.4,Thursday,1,3.84,1,21.2,1,3.0,3,5.3,2,9.4,7.75,3.18,0.3,0.95,0.94,13.05
27.7,Tuesday,1,5.08,1,19.2,1,1.6,6,10.0,1,6.3,7.11,2.88,0.16,3.6,0.32,14.05
27.6,Monday,1,5.15,1,19.7,2,4.2,3,2.5,2,5.1,7.21,2.95,0.84,0.45,0.51,12.01
31.3,Monday,2,3.81,1,20.1,1,3.4,5,8.9,1,5.2,6.02,3.02,0.34,2.67,0.26,12.29
27.8,Monday,0,0.0,1,20.2,1,3.3,2,1.8,1,2.6,0.0,3.03,0.33,0.22,0.13,3.73
29.7,Monday,1,3.84,1,16.5,1,3.9,4,8.1,2,5.1,5.38,2.48,0.39,1.94,0.51,10.52
40.5,Wednesday,1,7.77,1,18.6,0,3.0,2,1.3,2,3.2,22.3,2.79,0.0,0.16,0.32,25.65
28.8,Saturday,1,4.08,1,21.5,1,2.5,2,1.6,2,7.6,5.71,3.22,0.25,0.19,0.76,10.04
28.2,Saturday,1,5.59,1,18.8,1,3.3,4,3.3,2,2.9,7.83,2.82,0.33,0.79,0.29,11.85
26.8,Thursday,1,4.62,1,19.6,1,3.6,4,6.2,1,6.8,6.47,2.94,0.36,1.49,0.34,11.64
33.7,Sunday,2,4.34,1,19.9,1,3.4,3,3.9,2,8.3,8.33,2.98,0.34,0.7,0.83,13.23
29.1,Friday,1,3.43,1,18.0,1,3.8,4,5.6,3,7.5,4.8,2.7,0.38,1.34,1.12,10.41
26.8,Tuesday,2,4.66,1,22.4,1,3.1,6,7.5,3,5.0,6.52,3.36,0.31,2.7,0.75,13.71
36.6,Saturday,1,3.77,1,20.0,2,2.0,2,2.6,1,7.5,8.76,3.0,0.4,0.31,0.38,12.91
37.1,Sunday,0,0.0,1,18.7,2,2.4,1,1.0,0,6.0,0.0,2.8,0.48,0.06,0.0,3.56
27.0,Monday,0,0.0,1,21.0,1,4.4,5,1.6,3,5.1,0.0,3.15,0.44,0.48,0.76,4.96
20.7,Saturday,0,0.0,1,19.6,1,3.0,2,0.8,2,5.3,0.0,2.94,0.3,0.1,0.53,4.01
35.0,Thursday,1,4.11,1,20.1,1,1.9,6,4.8,2,6.9,8.62,3.02,0.19,1.73,0.69,14.34
26.6,Friday,1,3.59,1,22.1,1,1.8,4,4.5,2,2.9,5.03,3.32,0.18,1.08,0.29,10.03
34.0,Saturday,1,3.71,1,19.2,0,1.7,4,9.2,1,5.0,7.27,2.88,0.0,2.21,0.25,12.55
20.1,Thursday,1,3.75,1,21.7,0,3.8,4,2.6,2,6.7,5.25,3.26,0.0,0.62,0.67,9.9
34.5,Wednesday,0,0.0,1,19.5,0,3.3,4,2.4,3,5.0,0.0,2.92,0.0,0.58,0.75,4.42
23.9,Friday,1,2.43,1,20.1,1,4.8,2,0.2,2,3.4,3.4,3.02,0.48,0.02,0.34,7.23
33.7,Thursday,1,3.91,1,20.5,1,3.6,6,10.0,1,4.2,7.49,3.08,0.36,3.6,0.21,14.95
30.1,Sunday,1,3.79,1,19.5,1,3.6,4,4.8,1,6.3,5.36,2.92,0.36,1.15,0.32,10.06
25.2,Saturday,0,0.0,1,18.5,1,5.0,2,0.9,1,7.0,0.0,2.78,0.5,0.11,0.35,3.81
28.0,Wednesday,0,0.0,1,20.7,1,2.0,4,5.3,2,8.2,0.0,3.1,0.2,1.27,0.82,5.24
33.4,Sunday,2,3.65,1,21.7,1,1.5,2,1.9,1,7.6,6.85,3.26,0.15,0.23,0.38,10.99
30.5,Thursday,2,7.04,1,20.9,1,3.6,1,2.2,0,7.5,10.35,3.14,0.36,0.13,0.0,14.16
32.9,Thursday,0,0.0,1,20.9,1,2.8,4,3.5,3,2.2,0.0,3.14,0.28,0.84,0.33,4.59
39.9,Sunday,1,6.66,1,19.3,1,3.3,4,9.9,1,7.5,18.55,2.9,0.33,2.38,0.38,24.34
22.2,Saturday,1,2.62,1,21.0,1,4.2,4,5.8,0,5.0,3.67,3.15,0.42,1.39,0.0,8.64
38.1,Friday,1,2.37,1,20.5,1,3.8,2,2.1,1,3.1,6.01,3.08,0.38,0.25,0.16,9.75
30.5,Wednesday,1,3.84,1,21.3,1,4.5,4,4.6,1,7.1,5.65,3.2,0.45,1.1,0.36,10.77
25.5,Monday,0,0.0,1,20.1,1,2.1,2,3.1,2,6.4,0.0,3.02,0.21,0.37,0.64,4.37
23.3,Tuesday,1,3.48,1,20.9,1,3.9,4,4.6,3,7.8,4.87,3.14,0.39,1.1,1.17,10.74
29.1,Friday,1,3.55,1,19.3,1,2.2,4,2.9,3,4.9,4.97,2.9,0.22,0.7,0.74,9.3
34.6,Wednesday,1,2.56,1,21.0,1,4.7,5,8.8,2,6.0,5.23,3.15,0.47,2.64,0.6,12.04
29.4,Sunday,1,3.42,1,18.1,1,3.4,6,12.0,2,2.4,4.79,2.72,0.34,4.32,0.24,12.44
37.6,Thursday,1,4.48,1,19.5,1,3.5,6,12.1,2,9.9,11.04,2.92,0.35,4.36,0.99,19.87
22.7,Sunday,1,3.13,1,19.0,1,2.4,6,7.4,1,3.3,4.38,2.85,0.24,2.66,0.16,10.27
29.9,Wednesday,1,3.63,1,24.0,1,2.5,6,12.4,1,4.4,5.08,3.6,0.25,4.46,0.22,13.68
23.7,Sunday,1,2.93,1,21.0,1,3.4,5,7.7,3,3.9,4.1,3.15,0.34,2.31,0.58,10.51
31.8,Sunday,0,0.0,1,18.4,1,4.7,6,6.8,1,6.4,0.0,2.76,0.47,2.45,0.32,5.91
34.4,Tuesday,1,5.31,1,17.9,1,4.6,6,5.8,1,4.3,10.7,2.68,0.46,2.09,0.22,16.08
27.9,Saturday,0,0.0,1,17.4,1,3.4,5,9.7,2,8.2,0.0,2.61,0.34,2.91,0.82,6.65
17.0,Tuesday,0,0.0,1,18.3,1,2.6,2,0.4,2,6.6,0.0,2.74,0.26,0.05,0.66,3.9
31.0,Monday,1,2.82,1,18.7,0,3.6,1,2.3,0,3.0,4.35,2.8,0.0,0.14,0.0,7.17
32.2,Monday,1,5.14,1,18.5,1,4.3,5,7.1,1,7.6,8.78,2.78,0.43,2.13,0.38,14.47
32.0,Tuesday,2,5.78,1,19.3,0,3.2,4,3.7,1,7.8,9.71,2.9,0.0,0.89,0.39,13.8
36.2,Friday,1,6.4,1,21.3,1,2.6,5,4.3,2,4.5,14.52,3.2,0.26,1.29,0.45,19.92
24.6,Friday,1,4.31,1,19.7,1,3.7,3,3.1,1,3.7,6.03,2.95,0.37,0.56,0.19,10.16
33.4,Sunday,1,4.43,1,21.1,1,2.8,3,5.4,2,6.8,8.31,3.16,0.28,0.97,0.68,13.61
36.0,Sunday,1,4.64,1,18.4,0,2.6,5,7.7,2,7.3,10.4,2.76,0.0,2.31,0.73,15.8
21.1,Thursday,1,3.9,1,19.4,1,2.9,6,6.2,3,4.0,5.46,2.91,0.29,2.23,0.6,11.63
